,canonical,original
423,Peter  Hartgras,Pieter Hartgras
424,Jane  Cooper,Jan Cooper
425,Michael  Janszen,Michiel Janszen
426,Hendrick  Williams,Hendrick Willemszen
430,Jane Van Cubis,Jan van Cubis
431,Philip  Janszen,Philip Janszen
432,Adam  Moth,Adam Moth
433,Derck  Borsen,Dirck Borsen
434,Hendrick  Pens,Hendrick Pens
435,Jeuriaen  Andrieszen,Jeuriaen Andrieszen
436,Hendrick Van Diepenbroeck,Hendrick van Diepenbroeck
439,Rudolf  Jonas,Rudolf Jonas
442,Michael  Martenszen,Michiel Martenszen
444,Jane Du Cooper,Jan de Cooper
448,Teunis  Nyssen,Teunis Nyssen
450,Ruth  Jacobs,Ruth Jacobszen
451,Hendrick  Janszen,Hendrick Janszen
452,Jane  Iselsteyn,Jan Yselsteyn
453,Jacob  Luurzen,Jacob Luurzen
454,Joachim  Cray,Jochem Kier
456,Anthonius  Cray,Anthonis Cray
457,Albert  Albertszen,Albert Elbertszen
458,William  Beekman,Willem Beekman
459,Carel  Morgan,Carel Morgan
460,Caspar  Steynmets,Casper Stynmets
461,Joris  Wolsey,Joris Wolsey
462,Thomas  Cromwell,Thomas Carmuwel
465,William Du Groot,Willem de Groot
466,Hendrick  Corszen,Hendrick Corszen
467,Claes  Bording,Claes Bording
468,Thomas  Fredricksen,Thomas Fredrickszen
469,Jane De La Montange,Johan de La montange
470,Jane  Martin,Jan Martin
473,Peter  Abeel,Pieter Abeel
474,Jacob  Walings,Jacob Walings
476,Claes  Martenszen,Claes Martenszen
479,Joris  Holmes,Joris Holmes
480,Hendrick  Jacobs,Hendrick Jacobszen
481,Peter  Claesz,Pieter Claeszen
484,Hendrick  Cornelisz,Hendrick Corneliszen
485,Jane  Aertszen,Jan Arentszen
486,Michael Van Der Voort,Michiel van der Voort
487,Michael  Tades,Michiel Tades
488,Joachim  Beekman,Jochem Beekman
490,Nicholas  Verleth,Nicolaes Verleth
495,Andries  Claesz,Andries Claeszen
499,Tobias  Theuniszen,Tobias Theuniszen
501,Cornelius  Petersen,Cornelis Pieterszen
502,Harmen  Harmanse,Herman Harmensz
506,Rendel  Guet,Rendel Guet
507,Lubbert  Gerritse,Lubbert Gerritszen
510,Jane  Schut,Jan Schot
511,Teunis  Joriszen,Theunis Joriszen
515,Antoine Matthyszen A Negro,Anthony Matthyszen a Negro
517,Jacob  Hey,Jacob Hey
519,Cornelius  Janszen,Cornelis Janszen
520,Wouter  Wael,Wouter Wael
524,Nicholas  Stillwell,Nicolaes Stilwell
525,Francis  Wicks,Francois Wicks
527,Peter  Simonszen,Pieter Simonszen
528,Albert Du Trompetter,Albert de Trompetter
531,Conrad Ten Eyck,Coenraet Ten Eyck
532,Laurence  Kornen,Laurens Kornen
533,Peter  Stoutenburgh,Pieter Stoutenburg
535,Capt  Fyn,Capt Fyn
536,Jane Van Abbas,Jan van Abbas
539,Evert  Poulus,Evert Pels
540,Andries  Hoppe,Andries Hoppe
542,Jane  Franszen,Jan Franszen
543,Thomas  Janszen,Thomas Janszen
546,Alexander  Phoenix,Alexander Fenix
548,Jane  Peek,Jan Peek
549,Adam  Mot,Adam Mot
552,Lucas  Albertszen,Lucas Elbertszen
553,Simon  Jooste,Simon Joosten
554,Hendrick Van Utrecht,Hendrick van Utrecht
555,William  Petersen,Willem Pieterszen
557,Abraham  Clock,Abraham Clock
558,Ritzard  Williams,Ritzard Willemszen
561,Jellis  Petersen,Gillis Pieterszen
562,Joost  Adult,Joost adult
563,Herrick  Sibertszen,Herck Sibertszen
564,Claes Van Rosenvelt,Claes van Rosenvelt
566,Jane  Dirckszen,Jan Dirckszen
571,Wolfert  Janszen,Wolfert Janszen
572,Joris  Som,Joris Som
573,Claes  Henderickse,Claes Hendrickszen
576,Jacob  Janszen,Jacob Janszen
578,Jane  Leeck,Jan Leeck
579,Joris  Jacobs,Joris Jacobszen
584,Andries  Hudes,Andries de Haes
585,Harmen  Bastiaenszen,Harmen Bastiaenszen
586,Hans  Henderickse,Hans Hendrickszen
587,Abraham De La Noy,Abraham de la Noy
588,Teunis  Cornelisz,Theunis Corneliszen
591,Jane  Claesz,Jan Claeszen
593,Lodewick  Cornelisz,Lodovyck Corneliszen
594,Francis  Geion,Francois Guion
597,Hans  Steen,Hans Steyn
598,Thomas  Baxster,Thomas Baxster
599,Jane  Hardt,Jan Hardt
600,Augustin  Harmanse,Augustyn Harmensz
601,Peter  Casparszen,Pieter Casparszen
602,Adrian  Huybertszen,Adriaen Huybertszen
603,Harmen  Hanszen,Hermen Hanszen
604,Francis  Fyn,Francois Fyn
605,Theonenius  Esdras,Theonenius Esdras
606,Derck  Sichem,Dirck Sichem
607,Christian  Claesz,Christiaen Claeszen
608,Derck  Claesz,Dirck Claeszen
609,Joris  Wolsey,Joris Wolsy
610,Leendert  Philips,Leendert Philips
612,Auke  Jansz,Auke Jans
614,Peter Van Fyn,Pieter van Veen
615,Claes  Bekker,Claes Bakker
618,Gerrit  Bekker,Gerrit Bicker
619,Francis  Wyck,Francois Wick
620,Claes  Thyssen,Claes Thyssen
621,Joachim  Gerritse,Jochem Gerritszen
624,Peter  Wit,Pieter Wit
627,Jane Van Lion,Jan van Leuven
629,Jane  Hegeman,Jan Hageman
631,Conrad Ten Eyck,Coenraedt Ten Eyck
632,Joachim  Cuyler,Jochem Cuyler
633,Hendrick  Braisier,Hendrick Brazier
635,Andries  Pieterse,Andries Pieterse
638,Adrian  Hegeman,Adriaen Hageman
639,Claude De La Metre,Claude de La Metre
640,Jeuriaen  Fradel,Jeuriaen Vardal
642,Joris  Stevens,Joris Stephenszen
646,Rendel  Hudes,Rendel Huwits
647,Jane  Janszen,Jan Janszen
649,Teunis  Janszen,Theunis Janszen
652,Andries  Bartelszen,Andries Bartels
653,Paulus Van Der Grift,Paulus van der Grift
655,Emanuel Van Spangien,Emanuel van Spangien
656,Lucas  Dirckszen,Lucas Dirckszen
657,Jane  Maston,Jan Maston
658,Solomon  Abbas,Salomon Abbas
659,Jane  Lamberts,Jan Lamberts
661,Hans Van Kierstede,Hans van Kierstede
662,Claes  Cos,Claes Cos
663,Thomas  Guroitlack,Thomas Guroitlack
665,Joost  Goderus,Joost Goderus
667,Hendrick  Dirckszen,Hendrick Dirckszen
669,Albert  Janszen,Albert Janszen
671,Jane Van Obyn,Jan van Obyn
673,Johannes Du Peyster,Johannes De Peyster
674,Christian  Barents,Christiaen Barentse
681,Ida Van Der Foreest,Ide van der Vorst
682,Jacob  Petersen,Jacob Pieterszen
686,Hans  Pomer,Hans Pomer
687,Jane  Hagel,Jan Hagel
689,Caspar  Steynwits,Casper Steynwits
691,Johannes  Peek,Johannes Peek
692,Peter  Petersen,Pieter Pieterszen
694,Roelof  Roelofszen,Roelof Roelofszen
696,Mattheus  Capido,Mathys Capido
699,Jane  Henderickse,Jan Hendrickszen
700,Peter  Janszen,Pieter Janszen
705,Jane Van Groen,Jan van Groen
706,Tibout  Ruwartszen,Tibout Ruwartszen
709,Jane  Swan,Jan Swan
711,Thomas  Solder,Thomas Solder
713,Nicholas Der Haer,Nicolaes Ter Haer
714,Abraham  Clock,Abraham Klock
715,Cornelius  Henderickse,Cornelis Hendrickszen
718,Isaac  Kipp,Isaac Kip
721,Daniel Du Terneur,Daniel de Terneur
722,William  Janszen,Willem Janszen
723,Bartel  Claesz,Bartel Claeszen
724,Jacob  Schellinger,Jacobus Schellinger
726,Jane  Pias,Jan Buys
728,Gysbert  Gysbertsz,Gysbert Gysbertszen
735,Petrus  Alberts,Petrus Elbertse
737,Jane Van Oldenzeel,Jan van Oldenzeel
738,Derck  Gerritse,Dirck Gerritszen
739,Herrick  Siboutszen,Herck Siboutszen
742,Peter  Tarazon,Pieter Tarazon
749,Charles  Morgeres,Charles Morgeres
750,Hans  Dreper,Hans Dreper
752,Hendrick  Dreper,Hendrick Dreper
753,Paulus  Dirckszen,Paulus Dirckszen
754,Gerrit  Gysen,Gerrit Gysen
755,Michael  Tades,Michiel Tadis
758,Peter Van Norden,Pieter van Norden
759,Mattheus De Angola A Negro,Mattheus de Angola a Negro
760,Jane Du Peyster,Jan De Peyster
761,Jane  Gerard,Jan Gerard
763,Jane Van Osterhoudt,Jan van Oosterhout
764,Andries Van Der Lipstradt,Andries van der Lipstradt
766,Jane Van Bording,Jan van Boertang
767,Hendrick  Barents,Hendrick Barentse
768,Johannes  Nevius,Johannes Nevius
769,Abraham  Janszen,Abraham Janszen
770,Hage  Brown,Hage Bruyn
771,Claes  Cromtap,Claes Cromtap
773,Jane  Brestede,Jan Brestede
777,Albert Pieterszen A Negro,Albert Pieterszen a Negro
780,Bruyn  Williams,Bruyn Willemszen
781,Christofel  Elswaerts,Stoffel Elswaerts
785,Harmen  Hoboken,Harmen Hoboken
788,Jacob  Kipp,Jacob Kip
789,Barent  Andrieszen,Barent Andrieszen
790,Claes  Claesz,Claes Claeszen
793,Jane Van Den Hamm,Jan van den Ham
795,Jacob  Steendam,Jacob Steendam
796,Cornelius Van Ruyven,Cornelis van Ruyven
804,Johannes Van Beekman,Johannes van Beekman
805,Jacob  Leunen,Jacob Leunen
807,Hendrick  Siboutszen,Hendrick Siboutszen
809,Antoine  Bukyn,Anthony Bukyn
810,Jane  Martenszen,Jan Martenszen
811,Jane  Jaket,Jan Jaket
812,Lodevyck  Cornelisz,Lodevyck Corneliszen
813,Jane Van Iselsteyn,Jan van Yselsteyn
815,Teunis  Cornelisz,Teunis Corneliszen
816,Hendrick  Volckertszen,Hendrick Volckertszen
818,Joost Van Isaacszen,Joost van Isaacszen
821,Jacob Van Der Veer,Jacob van der Veer
822,Barent  Kool,Barent Cool
824,Cornelius  Rademaecker,Cornelis Rademaecker
825,Jane  Prie,Jean Prie
826,Paulus  Jansz,Paulus Jans
827,Claes  Paradys,Claes Paradys
828,Cornelius  Barents,Cornelis Barentse
829,Henry  Breysjers,Henry Breysjers
831,Alexander  Prie,Alexander Boyer
834,Teunis  Bogaert,Teunis Bogart
835,Jacob Van Der Grist,Jacob van der Grist
837,Abraham  Rycken,Abraham Rycken
844,Warner  Wessels,Warner Wesselszen
847,Nicholas Du Meyer,Nicolaes de Meyer
848,Hendrick  Sweeren,Hendrick Sweeren
851,Jane Van Boxtel,Jan van Boxtel
852,Jane  Dupree,Jean Dupre
853,Alexander  Hinjasa,Alexander Hinjasa
854,Derck  Smith,Dirck Smith
855,Thomas  Ferdon,Thomas Ferdon
861,Huybert  Henderickse,Huybert Hendrickszen
862,Jane  Brouwer,Jan Brouwer
864,Hendrick Van Doesburg,Hendrick van Doesburg
866,Roelof  Jameson,Roelof Jamison
868,Francois  Franszen,Frans Franszen
870,Thomas  Lamberts,Thomas Lamberts
871,Andries Van Lipstadt,Andries van Lipstadt
873,Conrad Ten Eyck,Coenradus Ten Eyck
874,Francois  Alardts,Frans Alardts
878,Samuel  Edsal,Samuel Edsal
881,Jacob  Leunius,Jacob Leunius
883,Caspar  Steynmets,Caspar Stynmets
886,Lucas  Andrieszen,Lucas Andrieszen
887,Tys  Lubberts,Tys Lubbertszen
893,Derck  Siecken,Dirck Siecken
894,William  Simson,Willem Simson
898,Michael  Carman,Michiel Carman
902,Gerrit  Rous,Gerrit Roos
903,Jane  Prie,Jan Priee
905,Harmen Van Hoboken,Harmen van Hoboken
906,Andries  Andrieszen,Andries Andrieszen
908,Jane  Syse,Jan Cees
909,Uldrick  Engelbertszen,Ulderick Engelbertszen
910,Jane  Hardt,Jan Hert
911,Solomon De La Chair,Salomon de la Chair
912,Simon  Sel,Simon Sel
913,Hendrick Van Gerwen,Hendrick van Gerwen
914,Carel  Morgan,Carel Margen
916,Reynout  Reynoudszen,Reynout Reynoudszen
917,Antoine  Loret,Anthony Loret
918,Allard  Burgtem,Allard Burgtem
919,Christofel  Elsworth,Christoffel Elsworth
920,Arie  Henderickse,Arie Hendrickszen
921,Peter Van Der Fyn,Pieter van der Veen
922,Jane Van Der Hamm,Jan van der Ham
924,Hendrick Van Diepen,Hendrick van Diepen
925,Hendrick  Sluyter,Hendrick Sluyter
926,Marten  Schmidt,Marten Smit
929,Jacob  Bekker,Jacobus Bakker
930,Jane Du Meyer,Jan de Meyer
931,Hendrick  Spiering,Hendrick Spiering
932,Thomas  Hickens,Thomas Hickens
933,Warner  Wessels,Warner Wessels
934,Hendrick  Tamboer,Hendrick Tamboer
935,Jacob  Laurens,Jacob Laurenszen
937,Jane De La Montange,Jean de La montange
938,Jane  Laurens,Jan Laurenszen
939,Frederick  Aertszen,Fredrick Arentszen
941,Arend  Isaacszen,Arent Isaacszen
942,Resolvert  Waldron,Resolveert Waldron
946,Jane  Maste,Jan Mast
948,Adrian  Post,Adriaen Post
950,Gerrit Van Boxtel,Gerrit van Boxtel
952,Hendrick Van Schalckw,Hendrick van Schalckw
954,Johannes  Rodenborg,Johannes Rodenborg
955,Robert  Story,Robbert Story
956,Ritsgert  Cornelisz,Ritsgert Cornell
958,Adolf Van Der Grist,Adolf van der Grist
960,Simon  Claesz,Simon Claeszen
961,Lodewick  Post,Lodewyck Post
962,Isaac  Grevenraet,Isaac Grevenraet
963,Arie  Huybertszen,Arie Huybertszen
964,Jane  Hybon,Jan Hybon
965,Ida  Cornelisz,Yde Corneliszen
966,Peter  Torregon,Pieter Torregon
974,Joseph  Waldron,Joseph Waldron
976,Francois  Claesz,Frans Claeszen
978,Antoine  Dorothea,Anthony Dorothea
979,Hendrick Van Bommell,Hendrick van Bommell
983,Jane  Jacobs,Jan Jacobszen
985,Herrick  Siboutszen,Herrick Siboutszen
988,Teunis  Gysbertsz,Theunis Gysbertszen
989,Tys  Lubberts,Thys Lubbertszen
990,Abraham  Kermer,Abraham Kermer
994,Marcus Du Seysen,Marcus du Seysen
995,Jane  Vidette,Jan Vidette
998,Jane Van Bommell,Jan van Bommell
999,Hans  Dupree,Hans Dupre
1000,Harmen  Theuniszen,Harmen Theuniszen
1001,Peter  Romme,Pieter Romme
1006,Jane  Cook,Jan Cock
1009,Jacob  Laning,Jacob Laning
1010,Peter  Colart,Pieter Claerhout
1014,William  Hunt,Willem Hunt
1015,Harmen Van Lenneps,Herman van Lenneps
1016,Louis  Martin,Lovys Martin
1017,Albert  Leendertszen,Albert Leendertszen
1020,Samuel  Edsal,Samuel Edzal
1021,Jane Du Rycke,Jan de Ryke
1025,Hendrick  Obee,Hendrick Obee
1026,Paulus Van Der Grist,Paulus van der Grist
1027,Cornelius  Gerlofs,Cornelis Gerlofs
1031,David Du Veer,David de Four
1032,Frederick  Lubberts,Fredrick Lubbertszen
1034,Jacob  Jacobs,Jacob Jacobszen
1035,Barent  Albertszen,Barent Elbertszen
1040,Jane  Metselaer,Jan Metselaer
1042,Joost  Carelszen,Joost Carelszen
1044,Jacob Du Bekker,Jacobus de Bakker
1046,Cornelius Van Den Briel,Cornelis van den Briel
1047,Cornelius  Clopper,Cornelis Clopper
1052,Gustavus  Daniels,Gustavus Danielse
1055,Jane  Decker,Johan Decker
1056,Christian  Petersen,Christiaen Pieterszen
1057,Gabriel  Martin,Gabriel Martin
1058,Cornelius Van Langevelt,Cornelis van Langevelt
1059,Barent  Gerritse,Barent Gerritszen
1060,Gabriel Du Haes,Gabriel de Haes
1063,Hendrick La Foy,Hendrick la Foy
1064,Jane Van Duyvelant,Jan van Duyvelt
1067,Frederick Du Pye,Fredrick de Boogh
1068,Jane  Andrieszen,Jan Andrieszen
1069,Jeuriaen  Janszen,Jeuriaen Janszen
1071,Abraham  Lucasz,Abraham Lucaszen
1074,Carel Du Beauvois,Carel de Bevois
1075,Laurence  Andrieszen,Laurens Andrieszen
1077,Derck  Draeck,Dirck Draeck
1083,Jane  Hybon,Jan Hibon
1084,Peter Van Halen,Pieter van Halen
1085,Gabriel  Corbesy,Gabriel Corbesy
1086,Cornelius Van Oost,Cornelis van Oost
1088,Warner  Wessels,Wernar Wessels
1090,Jane  Pierje,Jan Pierje
1091,Harmen Van Laton,Herman van Laton
1092,Jacob Van Thuyl,Jacob van Thuyl
1093,Johannes Van Prie,Johannes van Brugh
1095,Mattheus  Boone,Mathys Boone
1096,Christian  Anthony,Christiaen Anthony
1099,William  Traphage,Willem Traphagen
1100,Thomas  Franszen,Thomas Franszen
1101,Harmen  Rosencrans,Herman Rosencrans
1102,Peter Van Doren,Pieter van Doren
