,canonical,original
373,Johannes  Koppenheffer,Johannes Koppenhaffer
375,Johannes  Orendorf,Johannes Orendorf
376,George  Miller,George Miller
378,Johannes  Keppler,Johannes Keppler
380,Johannes  Roth,Johannes Rieth
385,Jacob  Enterlein,Jacob Enterlein
387,Peter  Ressler,Peter Rossler
388,Michael  Wagener,Michael Wagner
390,Michael  Braun,Michael Braun
392,Christian  Kobel,Christian Kobel
395,Daniel  Doffy,Daniel Duffy
396,Christopher  Berkhaus,Christopher Berckhaus
398,Michael  Paul,Michael Paul
404,Henrich  Haupt,Henrich Haupt
407,Johannes  Stahlman,Johannes Stahlman
409,Christian  Roth,Christian Rieth
411,Leonard  Emmerich,Leonard Emrich
412,Daniel  Maurer,Daniel Maurer
413,Jacob  Billman,Jacob Billman
415,Jacob  Henderickse,Jacob Hendricks
417,George  Schmidt,George Schmidt
419,Conrad  Hopp,Conrad Hopp
420,Johannes  Stehr,Johannes Stehr
423,Peter  Magher,Peter Magher
424,Johannes  Derr,Johann Derr
428,Jacob  Leitener,Jacob Leitner
431,Jacob  Schneider,Jacob Schneider
432,Johannes Nicholaus Paul,Johann Nicholaus Bely
434,Johannes  Ried,Johann Ried
435,John George Druckenmiller,John George Druckenmiller
436,John  Wagener,John Wagner
437,Henrich  Trautman,Henrich Trautman
438,Andries  Erdman,Andreas Erdman
445,Johannes  Wehry,Johannes Wehry
447,Jacob  Oesterlein,Jacob Oesterlein
448,Adam  Hein,Adam Hein
449,Michael  Druckenmiller,Michael Druckenmiller
451,Daniel  Dopey,Daniel Dopey
453,Johannes  Peter,Johannes Peter
454,Johannes  Koppenheffer,Johannes Kopenhaffer
455,Benjamin  Lestele,Benjamin Lestele
457,[Noname]  Weische,[noname] Weische
458,Mattheus  Herter,Mathias Herter
461,Johannes  Knerr,Johannes Knerr
463,Philip  Rauschkolb,Philip Rauschkolb
464,Adam  Oehlinger,Adam Oehlinger
465,Johannes  Kohler,Johannes Kohler
466,Johannes  Eisenhart,Johannes Eisenhart
471,Jacob  Groh,Jacob Groh
475,George  Schweinhard,George Schweinhard
477,Peter  Brosius,Peter Brosius
478,Abraham  Wentzel,Abraham Wentzel
480,Henrich  Stein,Henrich Stein
481,Andries  Herter,Andreas Herter
487,Jacob  Steiner,Jacob Steiner
488,Jacob  Wagener,Jacob Wagner
492,Henrich  Klock,Heinrich Klock
493,Johannes  Mertz,Johannes Mertz
496,Johannes  Dormeyer,Johannes Dormeyer
497,Benjamin  Haupt,Benjamin Haupt
500,Wilhelm  Roth,Wilhelm Roth
501,Johannes  Wagener,Johann Wagner
504,Benjamin  Lofler,Benjamin Loffler
506,Jacob  Wehry,Jacob Wehry
507,Johannes  Orendorf,Johannes Ohrendorf
509,Daniel  Hillebusch,Daniel Hillebusch
510,Jacob  Phillip,Jacob Phillip
511,Jacob  Braur,Jacob Braur
514,Lorence  Derr,Lorence Derr
516,Simon  Scherman,Simon Sherman
519,Jacob  Weickel,Jacob Weickel
521,Jacob  Beisel,Jacob Beisel
523,Samuel  Keim,Samuel Keim
526,Jacob  Mattern,Jacob Mattern
530,Henrich  Haupt,Heinrich Haupt
532,Andries  Kohler,Andreas Kehler
534,Jacob  Heim,Jacob Heim
537,George  Schneider,George Schneider
538,Johannes  Boyer,Johannes Boyer
540,Jacob  Boyer,Jacob Bauer
543,George  Klock,George Klock
545,George  Kohler,George Kohler
546,Jacob  Maurer,Jacob Maurer
548,Peter  Mattern,Peter Mattern
549,Peter  Fedderman,Peter Fedderman
550,Leonard  Kerstetter,Leonard Kersteter
554,George  Dunckelberger,George Dunkelberger
557,George  Forst,George Forst
558,Adam  Oehlinger,Adam Olinger
559,Michael  Long,Michael Lang
565,Johannes  Wolfgang,Jonas Wolfgang
568,John  Maurer,John Maurer
570,Daniel  Beisel,Daniel Beisel
574,John  Derr,John Derr
576,John  Orenthorf,Johan Orenthorf
577,George  Dirk,George Dirk
578,Johannes  Bixler,Johannes Bixler
579,Johannes  Dunckelberger,Johannes Dunkelberger
581,Peter  Zerbe,Peter Zerbe
584,Peter  Hepler,Peter Hepler
588,Peter  Dunckelberger,Peter Dunkelberger
590,Antoine  Kohler,Anthony Kehler
591,Michael  Boyer,Michael Brau
605,Jonathan  Kramer,Jonathan Kramer
608,Johannes  Schleich,Johannes Schleich
613,Jacob  Wolfgang,Jacob Wolfgang
614,Johannes  Zerbe,Johannes Zerbe
615,Nicholas  Kleyn,Nicholaus Klein
616,George  Lohrman,George Lohrman
617,Michael Wagner [And Wf Barbara Schneider],Michael Wagner [and wf Barbara Schneider]
620,Daniel  Schneider,Daniel Schneider
623,Johannes  Bixler,Johannes Buchseler
624,George  Maurer,George Maurer
625,David  Christman,David Christman
626,Henrich  Hillebusch,Heinrich Hillebusch
629,George  Hepler,George Hepler
632,Valentyn  Klock,Valentine Klock
633,Abraham  Yoder,Abraham Yoder
634,Christian  Dieter,Christian Dieter
635,George  Hedrich,George Hedrich
640,Jacob  Ried,Jacob Rid
642,[Noname]  Hepler,[noname] Hepler
647,Isaac  Knerr,Isaac Knerr
648,Johannes  Wolfgang,Johannes Wolfgang
650,George  Kramer,George Kramer
653,Johannes  Scheth,Johannes Scheth
654,Johannes  Wolf,Johannes Wolf
661,Henrich  Maurer,Heinrich Maurer
662,George  Yoder,George Yoder
664,Abraham  Diehl,Abraham Diehl
670,Adam  Schlabig,Adam Schlabig
671,Michael  Wehry,Michael Wehry
675,George  Haas,George Haas
677,Henrich  Fetter,Henrich Fetter
679,Henrich  Hillebusch,Henrich Hillebusch
682,Peter  Wessels,Peter Wetzel
685,Daniel  Haas,Daniel Haas
694,Johannes  Kleyn,Johannes Klein
701,George  Strasser,George Strasser
702,George  Lohrman,George Loorman
706,Benjamin  Reiner,Benjamin Reiner
707,Samuel  Zimmerman,Samuel Zimmerman
710,Philip  Boyer,Philip Boyer
714,David  Maurer,David Maurer
715,Adam  Yoh,Adam Yoh
717,George  Geist,George Geist
725,Andries  Knerr,Andreas Knerr
726,John  Dunckelberger,John Dunkelberger
727,Johannes  Kohler,Johann Kehler
729,Philip  Maurer,Philip Maurer
730,Henrich  Dunckelberger,Henrich Dunkelberger
735,Emanuel  Christ,Emanuel Christ
737,Johannes  Wolfgang,Johann Wolfgang
741,Sebastian  Zimmerman,Sebastian Zimmerman
742,John  Klock,John Klock
744,Solomon  Zimmerman,Solomon Zimmerman
745,Jacob  Felix,Jacob Felix
746,Peter  Heinebach,Peter Heinebach
748,George  Scheily,George Scheily
749,Henrich  Hepler,Henrich Hepler
753,Henrich  Mattern,Henrich Mattern
754,Nicholas  Rehmer,Nicholaus Rehmer
759,Johannes  Magher,Johann Meyer
761,Johannes Nicholaus Geiss,Johann Nicholaus Geiss
762,Frederick  Schneider,Frederich Schneider
764,Johannes  Schneider,Johannes Schneider
765,Johannes  Lohrman,Johannes Louermann
768,Henrich  Mertz,Henrich Mertz
769,Michael  Bolig,Michael Bolig
770,Ludwig  Borell,Ludwig Beyerly
773,George  Paul,George Paul
780,George  Henninger,George Henninger
782,Peter  Fedderolf,Peter Fedderolf
785,David  Strasser,David Strasser
790,Jacob  Henry,Jacob Henry
798,Moses  Bensinger,Moses Bensinger
800,Charles  Yoder,Charles Yoder
801,Abraham  Zimmerman,Abraham Zimmerman
809,Jonathan  Rehmer,Jonathan Rehmer
816,Daniel  Mattern,Daniel Mattern
819,Johannes  Tolb,Johann Delp
820,Daniel  Gottschalck,Daniel Gottschalck
821,Jacob  Schaffer,Jacob Schaffer
822,Henrich  Sherry,Henrich Sherry
823,John  Magher,John Meyer
825,Peter  Heinebach,Peter Hinebach
828,Jesse  Geist,Jesse Geist
831,Christian  Schroder,Christian Schroder
833,Joseph  Hessert,Joseph Hessert
834,David  Gerhard,David Gerhard
835,Johannes  Eisenhart,Johann Eisenhart
836,John  Berckhauser,John Berckhauser
839,Michael  Smith,Michael Smith
840,Friederich  Schneider,Friedrich Schneider
841,George  Yoder,George Derr
842,John  Wolfgang,John Wolfgang
845,John  Hepler,John Hepler
847,Johannes  Kerstetter,Johann Kersteter
849,Daniel  Herb,Daniel Herb
850,Jacob  Strasser,Jacob Strasser
851,John  Schneider,John Schneider
852,John  Bixler,John Buchseler
855,John  Kohler,John Kehler
856,John  Beisel,John Beisel
857,Solomon  Weiss,Solomon Weiss
858,John  Reiner,John Reiner
860,George  Lohrman,George Lohrmann
862,Philip  Artz,Philip Artz
863,Solomon  Yoder,Solomon Yoder
864,George  Horner,George Horner
867,Johannes  Kleyn,Johann Klein
875,Abraham  Holzschuh,Abraham Holzschuh
884,Jacob  Henninger,Jacob Henninger
886,Samuel  Weidel,Samuel Weidel
888,John  Haas,John Hess
889,Johannes  Magher,Johannes Mayer
891,Henrich  Maurer,Henrich Maurer
892,Daniel  Gottschall,Daniel Gottschall
893,David  Hartline,David Hartline
894,George  Kuder,George Kuder
898,Peter  Boyer,Peter Boyer
904,John  Schnabel,John Schnabel
905,Johannes  Klock,Johann Klock
908,Conrad  Boyer,Conrad Bauer
909,John  Schaffer,John Schaffer
911,Peter  Heimbach,Peter Heimbach
912,Michael  Zartman,Michael Zartman
913,George  Stein,George Stein
914,Daniel  Strohecker,Daniel Strohecker
916,William  Stitzer,William Stitzer
917,Jacob  Bensinger,Jacob Bensinger
921,Johannes  Reiner,Johann Reiner
926,Peter  Wehry,Peter Wehry
928,Jacob  Boyer,Jacob Boyer
929,Johannes  Hepler,Johann Hepler
930,Philip  Schanckweiler,Philip Schanckweiler
931,Daniel  Henneleiter,Daniel Henneleiter
934,Johannes  Gottschalck,Johann Gottschalck
938,Michael  Schmidt,Michael Schmidt
939,Johannes Christopher Fassler,Johann Christopher Fassler
942,Christian  Henrich,Christian Henrich
943,Jacob  Frehn,Jacob Frehn
944,Henrich  Bibighaus,Heinrich Bibighaus
946,John  Mertz,John Mertz
947,Christian  Kramer,Christian Kramer
950,Thomas  Henninger,Thomas Henninger
952,Solomon  Schanckweiler,Solomon Schanckweiler
955,Michael  Laadtman,Michael Laadtman
956,Johannes  Klock,Johannes Klock
957,Johannes  Beisel,Johannes Beisel
958,Samuel  Hornberger,Samuel Hornberger
959,Michael  Dirk,Michael Dirck
961,Jeremiah  Yoder,Jeremiah Yoder
963,John  Ochs,John Ochs
968,Daniel  Mossner,Daniel Mossner
971,John  Paul,John Paul
972,John  Bechtel,John Bechtel
973,Philip  Hersch,Philip Hersch
974,Isaac  Schaffer,Isaac Schaffer
975,John  Kuder,John Kuder
976,John  Kerstetter,John Kerstetter
977,Henrich  Mertz,Henrich Merts
979,George  Dirk,George Dirck
981,Jacob  Delumbi,Jacob Delumbi
982,Benjamin  Hepler,Benjamin Hepler
993,Samuel  Derr,Samuel Derr
996,John  Geiss,John Geiss
1004,Johannes  Geiss,Johann Geiss
1007,Johannes  Klinger,Johannes Klinger
1013,Johannes  Weyerman,Johannes Weyerman
1014,Henrich  Miller,Heinrich Miller
1016,George  Fetter,George Fetter
1026,David  Yoder,David Yoder
1031,Nicholas  Brosius,Nicholas Brosius
1037,Friederich  Schneider,Friederich Schneider
1038,Samuel  Bossert,Samuel Bossert
1042,George  Straub,George Straub
1046,Daniel  Kurtz,Daniel Kurtz
1050,Valentyn  Paul,Valentine Paul
1051,Benjamin  Mertz,Benjamin Mertz
1052,Adam  Herb,Adam Herb
1054,N Adam Schlabig,N. Adam Schlabig
1060,George  Wehry,George Wehry
1067,Daniel  Dirk,Daniel Dirck
1070,George  Lohrman,George Loerman
1076,John  Zimmerman,John Zimmerman
1077,John  Kohler,John Kohler
1078,Henrich  Schneider,Henrich Schneider
1081,George  Holzschuh,George Holzschuh
1090,Charles  Reiner,Charles Reiner
1091,Michael  Dirk,Michel Dirck
1092,Johannes  Kerstetter,Johann Kerstetter
1094,Esaias  Geist,Isaias Geist
1097,Peter  Ziegenfuss,Peter Ziegenfuss
1104,Johannes  Ochs,Johann Ochs
1117,Johannes  Kuder,Johann Kuder
1118,Jacob  Dunckelberger,Jacob Dunkelberger
1120,Johannes Jr Derr,Johann Jr Derr
1121,George  Optagrove,George Optagrove
1128,Johannes  Zimmerman,Johannes Zimmerman
1130,Godfrey  Brosius,Godfrey Brosius
1133,Daniel  Kutzner,Daniel Kutzner
1140,Jonathan  Brosius,Jonathan Brosius
1143,John  Gottschalck,John Gottschalck
1144,John  Fassler,John Fassler
1145,Samuel  Fedderolf,Samuel Fedderolf
1147,George  Hartline,George Hartline
1154,Johannes  Raaser,Johannes Raaser
1157,Jacob  Haupt,Jacob Haupt
1162,Philip  Hillebusch,Philip Hillebusch
1165,Peter  Lahr,Peter Lahr
1166,Abraham  Grow,Abraham Grow
1168,Catharina  Schleich,Catharina Schleich
1176,Samuel  Wehry,Samuel Wehry
1180,George  Kerstetter,George Kerstetter
1181,Benjamin  Herring,Benjamin Hering
1184,Wilhelm  Stitzer,Wilhelm Stitzer
1185,Carolus  Reiner,Carolus Reiner
1189,Michael  Scheib,Michael Scheib
1191,John  Reiss,John Reiss
1197,Daniel  Neuschwender,Daniel Neuschwender
1208,Johannes  Weitzel,Johannes Weitzel
1209,John  Otto,John Otto
1213,Frederick  Schneider,Friederick Schneider
1214,Adam  Fuss,Adam Fuss
1215,Benjamin  Schneider,Benjamin Schneider
1216,Daniel  Kutz,Daniel Kutz
1217,David  Hornberger,David Hornberger
1222,Johannes  Dunckelberger,Johann Dunkelberger
1223,George  Wolfgang,George Wolfgang
1232,Daniel  Hinterleiter,Daniel Hinterleiter
1241,Peter  Schneider,Peter Schneider
1242,Johannes  Weickel,Johann Weickel
1249,Johannes  Braun,Johannes Braun
1255,Samuel  Schmidt,Samuel Schmidt
1256,Jacob  Fehn,Jacob Fehn
1261,Nicholas  Rehmer,Nicholas Remer
1262,Carl  Reiner,Carl Reiner
1268,Abraham  Klock,Abraham Klock
1272,John  Weickel,John Weickel
1275,Hezekial  Kutz,Hezekial Kutz
1284,Peter  Sherry,Peter Sherry
1291,Samuel  Paul,Samuel Paul
1292,Ferdinand  Masser,Ferdinand Masser
1293,Michael  Neuschwencker,Michael Neuschwencker
1300,Samuel  Dirk,Samuel Dirck
1304,Peter  Beisel,Peter Beisel
1309,Daniel  Schmelzer,Daniel Schmelzer
1314,Daniel  Neuschwencker,Daniel Neuschwencker
1315,Jacob  Hepler,Jacob Hepler
1316,George  Traub,George Draub
1319,Reuben  Eisenhart,Ruben Eisenhart
1325,Jacob  Zerfing,Jacob Zerfing
1327,George  Horner,George Reiner
1328,Johannes  Wehry,Johann Wehry
1330,Jacob  Herb,Jacob Herb
1335,Peter  Derr,Peter Derr
1338,Henrich  Wessels,Henrich Wetzel
1339,Isaac  Haas,Isaac Haas
1341,Nathan  Zerfing,Nathan Zerfing
1347,Israel  Fenstermacher,Israel Fenstermacher
1354,Johannes  Weidel,Johann Weidel
1361,David  Lofler,David Lofler
1362,David  Alspach,David Alspach
1378,Peter  Zerfing,Peter Zerfing
1379,Michael  Kerstetter,Michael Kerstetter
1380,Daniel  Billman,Daniel Billman
1384,Samuel  Rehbock,Samuel Rehbock
1397,Carolus  Reiner,Carolus Renner
1399,John  Weidel,John Weidel
1412,David  Mattern,David Mattern
1414,John  Knerr,John Knerr
1416,Jacob  Schminck,Jacob Schminck
1421,Jacob  Engel,Jacob Engel
1422,David  Grow,David Grow
1423,Jacob  Rehbock,Jacob Rehbock
1427,Daniel  Hinterleiter,Daniel Hinterlieter
1429,George  Gottschalck,George Gottschalck
1431,Solomon  Obenhause,Solomon Obenhause
1433,Peter  Oxenreiter,Peter Oxenreiter
1434,Johannes  Masser,Johann Masser
1435,Jonathan  Haag,Jonathan Haag
1436,Johannes  Wessels,Johann Wetzel
1437,Stephan  Eisenhart,Stephan Eisenhart
1442,Jacob  Masser,Jacob Masser
1451,George  Erdman,George Erdman
1453,Johannes  Hornberger,Johann Hornberger
1454,Henrich  Grow,Henrich Grow
1461,Isaac  Herb,Isaac Herb
1462,Daniel Jr Herb,Daniel Jr Herb
1468,Daniel  Dunckelberger,Daniel Dunkelberger
1473,Daniel  Hepler,Daniel Hepler
1477,John  Hartline,John Hartline
1478,Jacob  Schminck,Jacob Schmink
1481,Jacob  Derr,Jacob Derr
1486,Samuel  Paul,Samual Paul
1487,George  Wessels,George Wetzel
1490,Isaac  Schneider,Isaac Schneider
1493,George  Boyer,George Boyer
1494,John  Haas,John Haas
1496,Daniel  Ried,Daniel Ried
1497,Solomon  Obenhauser,Solomon Obenhauser
1509,Jacob  Krauter,Jacob Krauter
1510,Johannes  Knerr,Johann Knerr
1511,John  Brosius,John Brosius
1516,Felix  Maurer,Felix Maurer
1522,Daniel  Heim,Daniel Heim
1523,Jacob  Newgart,Jacob Newgart
1532,Peter  Herter,Peter Howerter
1533,Solomon  Herter,Solomon Howerter
1538,Daniel  Brosius,Daniel Brosius
1539,Michael Jr Diehl,Michael Jr Diehl
1542,William  Swinehart,William Swinehart
1550,Gideon  Adam,Gideon Adam
1557,Samuel  Gottschalck,Samuel Gottschalck
1558,James  Wessels,James Wetzel
1568,Daniel  Reiner,Daniel Reiner
1569,Isaac  Yoder,Isaac Yoder
1572,William  Yoder,William Yoder
1573,Daniel  Wagener,Daniel Wagner
1576,David  Heim,David Heim
1577,Tobias  Schneider,Tobias Schneider
1578,Philip  Hammel,Philip Hammel
1581,Carl  Maurer,Carl Maurer
1585,Daniel  Wehry,Daniel Wehry
1588,Elias  Schnabel,Elias Schnabel
1589,Abraham  Wolfgang,Abraham Wolfgang
1590,Gideon  Adam,Gidon Adam
1594,John  Kessler,John Kessler
1595,Jacob  Lupold,Jacob Lupold
1597,Henry  Haas,Henry Haas
1600,Benjamin  Schlabig,Benjamin Schlabig
1601,David  Malick,David Malick
1602,Levi  Mattern,Levi Mattern
1610,Samuel  Schminck,Samuel Schmink
1612,Peter  Lenckert,Peter Lenckert
1616,Jacob  Newgart,Jacob Neugart
1618,[Noname]  Zimmerman,[noname] Zimmerman
1629,Henry  Neuman,Henry Neuman
1631,George Tobias Scheily,George Tobias Scheily
1638,Jacob  Maurer,Jacob W. Maurer
1639,Benjamin  Wessels,Benjamin Wetzel
1642,Benjamin  Neuschwender,Benjamin Neuschwender
1643,Johannes  Wessels,Johannes Wetzel
1645,Johannes  Hanneberger,Johannes Hanneberger
1651,Samuel  Gottschalck,Samuel Gottschalk
1653,Peter F Klock,Peter F. Klock
1659,Henrich  Haas,Heinrich Haas
1661,Jacob B Hepler,Jacob B. Hepler
1664,Charles  Maurer,Charles Maurer
1665,Peter  Lenker,Peter Lenker
1666,Abraham  Herter,Abraham Howerter
1676,Charles Herb Decd,Charles Herb decd
1680,Solomon  Dunckelberger,Solomon Dunkelberger
1682,George  Kobel,George Kobel
1686,Johannes  Henry,Johannes Henry
1687,Daniel  Geist,Daniel Geist
1689,Isaac  Schadel,Isaac Schadel
1690,Emanuel  Hepler,Emanuel Hepler
1691,Daniel Jr Beisel,Daniel Jr Beisel
1696,Daniel  Paul,Daniel Paul
