,canonical,original
300,John  Seibold,John Seibold
301,Jacob  Weyn,Jacob Wann
302,Henry  Maag,Henry Maag
303,Bernard  Iserlo,Bernard Iserlo
305,Ulrich  Jaegli,Ulrich Jaegli
306,Mattheus  Graf,Matthias Graf
307,Peter  Clauser,Peter Clauser
308,Joseph  Tschop,Joseph Tschop
309,Andrew  Herzog,Andrew Herzog
310,Philip  Bekker,Philip Becker
311,Frederick  Lutz,Frederick Lutz
312,John Peter Paris,John Peter Paris
313,Henry  Seibel,Henry Sibel
314,Henry  Rothaar,Henry Rothaar
315,Leonard  Melchert,Leonard Melchert
316,George  Schaaf,George Schaaf
317,Paulus  Hochstrasser,Paulus Hochstrasser
318,Carl  Zuder,Carl Sauter
319,William  Strembeck,William Strembeck
320,Mattheus  Assen,Matthew Assen
321,Jacob  Schreiner,Jacob Schreiner
322,Peter  Walter,Peter Walder
323,Henry  Rieg,Henry Ruegg
324,John Ulrich Klezel,John Ulrich Klezel
325,John George Strohauer,John George Strohauer
326,Peter  Loesch,Peter Loesch
327,John  Sisler,John Seiler
328,Frederick  Heimer,Frederick Heimer
329,Adam  Stryker,Adam Stricker
330,Henry  Schettel,Henry Schettel
332,Philip  Werns,Philip Werns
334,George  Bender,George Bender
335,Ludwig  Karcher,Ludwig Karcher
336,Adam  Erhard,Adam Erhart
337,Daniel  Scheller,Daniel Scheller
338,Jacob  Kopp,Jacob Kopp
340,Caspar  Vetter,Casper Vetter
341,John  Steinmetz,John Steinmetz
342,Caspar  Henrich,Casper Henrich
343,Philip  Doringer,Philip Doringer
344,George Casper Heist,George Casper Heist
345,Daniel  Baechly,Daniel Baechli
346,Michael  Miehler,Michael Mueller
347,John William Miehler,John William Mueller
348,Michael Stigel Remy,Michael Stigel Remey
349,Christopher  Foot,Christopher Foot
350,George  Bouton,George Bouton
351,John  Hess,John Hess
352,John Conrad Smith,John Conrad Schmid
354,Samuel  Neitlinger,Samuel Neitlinger
355,Dilman  Beck,Dilman Beck
358,Ludwig  Hess,Ludwig Hess
359,William  Klempert,William Klempert
360,Conrad  Dups,Conrad Dups
361,Henry  Doquenet,Henry Doquenet
362,John Jacob Stucki,John Jacob Stucki
363,Daniel  Erhard,Daniel Erhard
364,Christian  Zuder,Christian Suter
365,David  Weidman,David Weidman
366,Henry  Gampert,Henry Gampert
368,William  Lomay,William Lomay
369,Rudolph  Naef,Rudolf Naef
370,Jacob  Naef,Jacob Naef
372,Henry  Mixenel,Henry Mixenel
373,John  Gerlach,John Gerlach
374,George  Wirth,George Wirth
375,Jacob  Bum,Jacob Baum
376,William  Kner,William Kner
377,Joseph  Nagle,Joseph Nagel
378,George Michael Gampert,George Michael Gampert
379,Michael  Stahl,Michael Stahl
380,Albrecht  Hilligass,Albrecht Hilligass
381,Edward  Williams,Edward Williams
382,Jacob  Mohr,Jacob Meyer
383,Christopher  Graefli,Christopher Graefli
384,Christian  Ritz,Christian Ritz
385,George  Krauskopf,George Krauskopf
386,Peter  Iserlo,Peter Iserloh
387,Jacob  Keyser,Jacob Keyser
388,Sebastian  Wildfang,Sebastian Wildfang
389,George  Mercker,George Mercker
390,Philip  Stein,Philip Stein
391,Philip  Seibold,Philip Seibold
392,Wilbert  Lutz,Wilbert Lutz
393,Jacob  Schaub,Jacob Schaub
394,Philip  Moser,Philip Moser
395,John Jacob Sisler,John Jacob Seiler
396,Tobias  Ecken,Tobias Ecken
397,Henry  Gramlich,Henry Gramlich
398,Jacob  Weyn,Jacob Hahn
399,Philip  Schneider,Philip Schneider
400,Philip  Lukas,Philip Lukas
401,John Frederick Bekker,John Frederick Becker
402,John  Mohr,John Mayer
403,Alexander  Satler,Alexander Sattler
404,Michael  Feeman,Michael Feeman
405,John Casper Klockner,John Casper Gloeckner
406,John  Hug,John Hug
407,David  Festinger,David Festinger
409,Philip All- Berger,Philip All- Berger
411,Henry  Grob,Henry Grob
413,Frederick  Riemer,Frederick Roemer
416,Henry  Schueman,Henry Schueman
417,John Peter Loehr,John Peter Lorie
418,George  Nomins,George Nomins
419,George  Flecke,George Flecke
420,John Valentine Kern,John Valentine Kern
421,William  Lorentz,William Lorentz
422,Conrad  Weiss,Conrad Weiss
423,Henry  Ernd,Henry Ernd
424,Jacob  Brandt,Jacob Brand
425,David  Jurnal,David Journil
426,Adam  Lutz,Adam Lotz
427,Henry  Eyerli,Henry Eyerli
428,Nicholas  Schreiner,Nicholas Schreiner
431,Peter  Fiess,Peter Fiess
432,John George Hoffman,John George Hoffman
433,John  Schie,John Schie
434,Jacob  Utrich,Jacob Utrich
435,Martin  Fischer,Martin Fischer
436,Frederick  Weinhold,Frederick Weinhold
437,John George Kram,John George Kram
438,David  Zimmerman,David Zimmerman
439,John Peter Blumer,John Peter Blumer
440,George  Prank,George Breunig
441,Adam  Miehler,Adam Mueller
442,Nicholas  Lauterbach,Nicholas ---- Lauterbach
448,Robert  Cober,Robert Cober
449,Martin  Reichart,Martin Reichart
450,Philip  Flecke,Philip Flick
451,John  Spaet,John Spaet
452,John  Rehrig,John Rehrig
453,Peter  Haan,Peter Hahn
455,Nicholas  Bender,Nicholas Bender
456,Christian  Fiess,Christian Fiss
457,John George Knoch,John George Knoch
458,John  Schrick,John Schreck
459,Conrad  Schneider,Conrad Schneider
461,William  Loescher,William Loescher
462,John  Mesmer,John Mesmer
463,Frederick  Schreyer,Frederick Schreyer
464,John Henry Junt,John Henry Junt
465,Daniel  Weber,Daniel Waeber
467,John Carl Chagard,John Carl Chagard
469,George Thomas Heimberger,George Thomas Heimberger
471,Richard  Hoffman,Richard Hofmann
472,Philip  Burckhard,Philip Burckhard
474,George  Justus,George Justus
475,Samuel  Neitlinger,Samuel Neidlinger
476,Jacob  Werns,Jacob Werns
477,Frederick  Tauber,Frederick Tauber
479,Martin  Waal,Martin Waal
480,Daniel  Ott,Daniel Ott
483,John Adam Schwob,John Adam Schwab
485,John  Seen,John Seen
487,Mattheus  Butterfass,Matthew Butterfass
489,Bernard  Lauberschweiler,Bernard Lauberschweiler
490,Henry  Smith,Henry Schmid
492,Kiliaan  Wolff,Kilian Wolf
493,Daniel  Utre,Daniel Etter
498,Mattheus  Sisler,Matthias Seiler
500,William  Burckhard,William Burkhard
502,Christian  Roth,Christian Roth
503,Mattheus  Fackert,Matthias Fackert
504,Henry  Rieg,Henry Rueg
505,Vincent  Kuehn,Vincent Kuehn
508,Frederick  Maus,Frederick Heims
510,John Ludwig Keiler,John Ludwig Keiler
511,Philip  Schlatter,Philip Schlatter
513,Daniel  Hug,Daniel Heck
514,Henry  Miehler,Henry Mueller
515,Conrad  Schlemer,Conrad Schlemmer
516,Henry  Steltz,Henry Steltz
517,Kiliaan  Rupp,Kilian Rupp
518,Peter  Wolff,Peter Wolff
520,Peter  Stein,Peter Stein
522,John  Pfister,John Pfister
524,Peter  Staud,Peter Staud
525,William  Strempel,William Strempel
527,William  Knipp,William Knipp
528,Reinhard  Kammer,Reinhard Kammer
529,John  Strupp,John Strupp
530,William  Kuehn,William Kuen
531,James  Cleland,James Cleland
533,Christopher  Geller,Christopher Geller
535,Jacob Van Rudy,Jacob von Riedt
536,Peter  Paris,Peter Paris
537,John  Licht,John Licht
538,Christian  Baechlein,Christian Baechlein
539,John  Ottmansdorf,John Ottmansdorf
540,Carl  Zuder,Carl Suter
542,Joost  Feith,Jost Feith
545,John Jacob Mitschet,John Jacob Metschet
546,Anna Maria Kleyn,Anna Maria Klein
548,Antoine  Daeschler,Anthony Daeschler
552,John  Albert,John Albert
553,Andrew  Teis,Andrew Teis
554,Jacob  Sorber,Jacob Sorber
555,Michael  Hassler,Michael Hassler
556,Bernard  Haan,Bernard Hahn
557,Bernard  Bekker,Bernard Becker
559,Ulrich  Freyhofer,Ulrich Freyhofer
561,Wendel  Kraemer,Wendel Kraemer
562,Frederick  Schitt,Frederick Schitt
563,Peter  Fiess,Peter Fiss
564,Henry  Leutold,Henry Leutold
565,William  Staud,William Staud
568,Henry  Schitt,Henry Scheid
572,John Philip De Hess,John Philip de Haas
574,Francis  Schafner,Francis Schafner
575,Solomon  Saehly,Solomon Sell
576,Peter  Luez,Peter Lies
580,Jacob  Bum,Jacob Bom
583,Jacob  Aachen,Jacob Aachen
585,Michael  Peter,Michael Peter
587,Abraham  Peter,Abraham Peter
589,Abraham  Eschelman,Abraham Eschelman
590,Michael  Steitz,Michael Steitz
591,Conrad  Schweitzer,Conrad Schweitzer
596,Michael  Butterfass,Michael Butterfass
597,Christian Van Erden,Christian von Erden
599,Michael  Orner,Michael Orner
601,John  Frack,John Frick
603,Frederick  Kinies,Frederick Kinies
604,John  Fanz,John Fanz
605,Christian  Birckenmeyer,Christian Birckenmeyer
606,Mattheus  Arschen,Matthew Arschen
607,Mattheus  Schuetz,Matthew Schuetz
608,Lorentz  Walter,Lorentz Walter
609,John  Morris,John Morris
611,Christopher  Foot,Christopher Fot
613,Dilman  Beck,Dielman Beck
614,Rudolph  Huber,Rudolph Huber
617,John Philipse Alberger,John Philip Alberger
618,Frederick  Heiner,Frederick Heiner
621,Michael  Haan,Michael Wien
623,Christian  Smith,Christian Schmid
624,Samuel  Leyens,Samuel Leyens
625,Dorst  Schaub,Dorst Schop
627,William  Klampfert,William Clampfert
628,John Daniel Hug,John Daniel Heck
629,John George Euler,John George Euler
630,John  Mann,John Mann
632,Hartman  Fritz,Hartman Fritz
634,Daniel  Schuster,Daniel Schuster
635,Frederick  Schneider,Frederick Schneider
639,John  Foret,Jean Foret
641,Richard  Hoffman,Richard Hofman
643,Philip  Sensfelder,Philip Sensfelder
644,John  Mattheus,John Mattheus
645,Martin  Weisbach,Martin Weissbach
646,William  Emsen,William Emsen
648,Nicholas  Rupp,Nicholas Rupp
649,Daniel  Ott,Daniel Heid
655,Adam  Hill,Adam Hill
658,Simon  Hagelgans,Simon Hagelgans
659,Rudolph  Mohr,Rudolf Meyer
660,Henry  Schueman,Henry Schuemann
661,John  Kopp,John Kop
663,John  Clark,Jean Clarck
665,Henry  Fanz,Henry Fanss
666,John Philipse Burckhard,John Philip Burckhardt
667,Christian  Allenbach,Christian Allenbach
669,Leonard  Werntz,Leonard Werntz
671,John  Harrer,John Harrer
672,Frederick  Chagard,Frederick Schaggard
673,Peter  Dischung,Peter Dischung
675,Peter  Laurier,Peter Laurier
676,Martin  Reinhard,Martin Reinhardt
679,Jacob  Waespi,Jacob Wespi
680,Peter  Muth,Peter Muth
681,Christian  Galli,Christian Galli
682,Jacob  Kloeti,Jacob Kledi
683,John  Pelss,John Pelss
684,John  Loehr,John Lehr
685,Philip  Klumberg,Philip Klumberg
686,Frederick  Vogel,Frederick Vogel
687,Philip Jacob Wacke,Philip Jacob Wack
691,Adam  Lutz,Adam Lutz
692,Jacob  Forer,Jacob Furer
693,George  Kastnitz,George Kastnitz
694,Laurence  Werntz,Lawrence Werntz
695,Conrad  Altster,Conrad Altster
698,John Peter Blum,John Peter Blum
700,John Peter Strupp,John Peter Straube
702,Jacob  Wollenweider,Jacob Wollenweider
703,John Michael Weber,John Michael Weber
704,John George Krampf,John George Krampf
705,Peter  Diel,Peter Dihl
706,Frederick Christian Bekker,Frederick Christian Becker
707,Martin  Kleyn,Martin Klein
708,Jacob  Bekker,Jacob Becker
709,John  Peter,John Peter
710,John George Flecke,John George Flecke
711,Jacob Van Roth,Jacob von Rieth
712,Michael  Gamber,Michael Gamber
715,John  Kuentz,John Kuentz
716,Jacob  Kress,Jacob Gress
718,Jacob  Utrich,Jacob Utterich
719,Paulus  Beck,Paulus Beck
720,Henry  Schmied,Henry Schmidt
721,Peter  Stein,Peter Eston
724,----  Schettel,---- Schittel
726,John  Mohr,John Meyer
727,Philip  Schaerer,Philip Schaerer
729,John  Schie,John Scheh
730,Philip  Maus,Philip Maus
732,George  Wacke,George Wack
733,Jacob  Hentschi,Jacob Hentschi
737,John Henry Miehler,John Henry Miller
738,John  Roerich,John Roerich
739,John Jacob Faeh,John Jacob Feh
740,John  Seen,John Zinn
741,Carl  Gemperlin,Carl Gemperlin
742,Christopher  Feith,Christopher Foth
743,----  Kutsch,---- Getschi
744,Philip  Busch,Philip Busch
745,John  Seen,John Senn
746,Peter  Reiss,Peter Ros
748,George  Mercker,George Maerker
750,Jacob  Steinmetz,Jacob Steinmetz
751,Rudolph  Keiler,Rudolph Kohler
752,John Christian Froelich,John Christian Froelich
753,Peter  Kammer,Peter Camer
754,John Jacob Werntz,John Jacob Werntz
755,Jacob  Weyn,Jacob Haan
758,John Frederick Mielefeld,John Frederick Mielefeld
763,Andrew  Theiss,Andrew Theiss
764,William  Kuehn,William Cun
765,Conrad  Tippo,Conrad Tippo
768,Carl  Zuder,Carl Sauder
770,John Peter Bekker,John Peter Becker
771,Adam  Stucki,Adam Stock
772,Abel  Weltz,Abel Weltz
775,Martin  Reinhard,Martin Reinhard
776,John  Frons,John Frons
777,Andrew  Hertzog,Andrew Hertzog
778,William  Strembeck,William Strumbeck
779,Christian  Keiler,Christian Keller
782,Jacob  Brandt,Jacob Brandt
785,John  Halberstadt,John Halberstadt
787,Henry  Winckeler,Henry Winckeler
788,Daniel  Scheller,Daniel Schoeller
789,John  Bigerne,John Bigerne
790,Christian Van Erdte,Christian von Erdte
792,Maria  Levan,Maria Levan
794,John Bernard Haan,John Bernard Haan
796,John George Bouton,John George Button
797,Oswald Von Der Halt,Oswald von der Halt
798,Joseph  Funk,Joseph Funck
799,Jacob  Ruebsamen,Jacob Ruebsamen
800,Henry  Friedstadt,Henry Friedstadt
801,Albrecht  Hilligass,Albrecht Hellegas
802,John George Wilki,John George Wilki
803,Jacob  Aman,Jacob Aman
804,John  Mellen,John Mellen
805,Nicholas  Penther,Nicholas Penther
806,David  Domminick,David Domminick
809,Mattheus  Stimmen,Matthew Stimmen
811,John Michael Panwart,John Michael Panwart
812,Conrad  Schaus,Conrad Schaus
813,Philip  Mintel,Philip Mintel
814,William  Clampfer,William Clampfer
815,Philip  Friel,Philip Friel
816,Caspar  Bindschaedler,Casper Bintscheteler
817,Jacob  Eteborn,Jacob Eteborn
818,Joseph  Braun,Joseph Braun
821,George  Diel,George Diel
822,John George Euler,John George Laehr
824,John  Pieterse,John Peters
825,Richard  Hoffman,Reichard Hoffman
828,John  Pistor,John Pistor
829,Henry  Gramlich,Henry Kramlich
830,Frederick David Jacquart,Frederick David Jacquart
832,Ludwig  Keiner,Ludwig Keiner
835,John George Euler,John George Eiler
839,----  Rumel,---- Rumel
842,George  Schmied,George Schmidt
844,John Christian Rauch,John Christian Rauch
845,John  Mechlachling,John Mechlachling
846,John  Loehr,John Loer
847,William  Miehler,William Muller
849,Jacob  Faeh,Jacob Veh
850,George  Prenther,George Prenther
851,Frederick  Bekker,Frederick Becker
852,William Ludwig Miehler,William Ludwig Muller
854,George William Friederich,George William Friedrich
855,Jacob  Schafer,Jacob Schafer
856,Francis  Schafner,Francis Schaffener
860,Christian  Houtzel,Christian Houtzel
861,John  Diel,John Diehl
862,John Vegle (Voegle),John Vegle (Voegle)
863,Kiliaan  Wolff,Kilian Wolff
866,Philip  Klumberg,Philip Clumberg
868,John  Brandt,John Brandt
869,Mattheus  Aersen,Matthew Arsen
870,John Reinhard Kammer,John Reinhard Camer
871,John  Strupp,John Straub
872,Philip  Waal,Philip Will
873,John Philipse Schrott,John Philip Schreitt
875,George  Prank,George Braunig
876,John Jacob Stucki,John Jacob Stocky
877,Lorentz  Werntz,Lorentz Werntz
878,Henry  Miehler,Henry Muller
880,Philip  Werntz,Philip Werntz
882,Caspar  Zuder,Casper Sauder
883,George  Walter,George Walter
885,Jacob  Kloeti,Jacob Cleti
886,John George Schreyer,John George Schreyer
888,Christian  Haan,Christian Haan
889,John  Kinies,John Cuns
890,Peter  Detz,Peter Detz
891,Frederick  Fuchs,Frederick Fuchs
892,Peter  Strupp,Peter Straube
893,John  Murphy,John Murphy
894,Peter  Lauterbach,Peter Lauterbach
895,John Pierre Du Corbier,Jean Pierre du Corbier
896,Christian  Birkenbeil,Christian Birkenbeul
897,Bernard  Iserlohe,Bernard Iserlohe
898,John Henry Flecke,John Henry Flick
899,Christian  Altburger,Christian Altburger
900,George Michael Campfer,George Michael Campfer
901,Samuel  Graf,Samuel Graef
902,Nicholas  Haan,Nicholas Haan
903,Oswald Von Der Halt,Oswald von der Hald
904,Valentyn  Stillwagen,Valentine Stillwagen
905,Peter  Stey,Peter Stey
907,Benjamin  Bertzer,Benjamin Bertzer
908,John Carl Jacquart,John Carl Jacquart
910,Peter  Heins,Peter Heins
911,Carl  Gemberling,Carl Gemberling
912,William  Rotter,William Ridder
913,Henry  Rothaar,Henry Rothar
915,Christian  Schneider,Christian Schneider
916,Caspar  Rudy,Casper Reide
917,Justus  Eckhardt,Justus Eckhardt
918,Frederick  Tauber,Frederick Dauber
919,John Frederick Schitt,John Frederick Schuett
920,Jacob  Huser,Jacob Hauser
922,Ludwig  Kuehn,Ludwig Kun
923,Daniel  Kehr,Daniel Kehr
924,Christian  Froelich,Christian Froelich
925,Dilman  Kritelbach,Dielman Kritelbach
927,Jacob  Ruebsamen,Jacob Rubsamen
928,Jacob  Dorsheimer,Jacob Dorsheimer
929,John Peter Ceppenfeld,John Peter Ceppenfeld
930,William  Staud,William Stoud
932,Henry  Brunner,Henry Bronner
933,John  Ochs,John Ochs
934,Philip  Altburger,Philip Altberger
936,John  Kinies,John Knies
937,Michael  Conrad,Michael Conradt
940,Peter  Marckhart,Peter Marckhart
941,Rudolph  Schafner,Rudolph Schafner
944,Conrad  Jost,Conrad Joost
945,John  Ruebsamen,John Rubsamen
