,canonical,original
2050,Barbara  Meschinger,Barbara Meschinger
2051,Barbara  Businger,Barbara Businger
2052,Elizabeth  Heid,Elizabeth Heid
2054,Verena  Naef,Verena Naeff
2055,Margerite  Bosset,Margerite Bosset
2056,Sabina  Tines,Sabina Tines
2057,Anna Maria Hess,Anna Maria Hess
2060,Anna Sophia Spaeth,Anna Sophia Spaeth
2061,Anna Magdalene Froelich,Anna Magdalene Froehlich
2062,Elizabeth  Nicolaus,Elizabeth Nicolaus
2064,Anna Maria Swalb,Anna Maria Swalb
2067,Anna Maria Frank,Anna Maria Frank
2068,Catharina  Beisser,Catherine Beisser
2069,Anna  Crellius,Anna Crellius
2070,Wife Maria Schleydorn,wife Maria Schleydorn
2071,Catharina  Kleyn,Catherine Klein
2074,Elizabeth  Hug,Elizabeth Hug
2075,Bachman,Bachman
2076,Margriet  Paul,Margaret Paul
2078,Catharina Eleonora Swed,Catherine Eleonora Swed
2079,Maria Magdalene Bekker,Mary Magdalene Becker
2080,Anna Margaret Fittel,Anna Margaret Fittel
2081,Magdalena  Seiffert,Magdalene Seiffert
2082,Elizabeth  Sar,Elizabeth Heiser
2084,Maria  Frey,Maria Frey
2085,Maria Elizabeth Stern,Maria Elizabeth Stern
2086,Maria  Selzer,Maria Selzer
2087,Maria Magdalene Steinmetz,Maria Magdalene Steinmetz
2088,Sophia  Kramp,Sophia Kramp
2089,Anna Catherine Elgard,Anna Catherine Elgard
2090,Margriet  Gebeler,Margaret Gebeler
2091,Anna Margaret Bayer,Anna Margaret Baer
2092,Elizabeth  Maag,Elizabeth Maag
2093,Elizabeth  Klampfert,Elizabeth Klampfert
2094,Anna  Reiss,Anna Reiss
2095,Anna Sibylla Waal,Anna Sibylla Wall
2096,Elizabeth  Huber,Elizabeth Huber
2097,Elizabeth  Hill,Elizabeth Heil
2098,Anna Maria Kloeti,Anna Maria Kloeti
2099,Maria Esther Oberdorf,Maria Esther Oberdorf
2100,Regina  Rudy,Regina Rudi
2101,Elizabeth  Smith,Elizabeth Schmid
2102,Eva Elizabeth Weisbach,Eva Elizabeth Weisbach
2103,Elizabeth  Schreiber,Elizabeth Schreiber
2104,Barbara  Ruegy,Barbara Ruegy
2105,Barbara  Scherer,Barbara Scherer
2106,Elizabeth  Loehr,Elizabeth Loehr
2107,Elizabeth  Orlop,Elizabeth Orlop
2108,Verena  Bayer,Verena Baer
2109,Catharina  Smith,Catherine Schmid
2110,Wife Of Jacob Waespi,wife of Jacob Waespi
2111,Susanna  Diel,Susanna Diehl
2112,Catharina  Mitschet,Catherine Mitschet
2113,Catharina  Weber,Catherine Weber
2114,Rosina  Bindschaedler,Rosina Bindschaedler
2115,Maria Catherine Jacob,Maria Catherine Jacob
2116,Anna Maria Haan,Anna Maria Hahn
2117,Anna Elizabeth Wacke,Anna Elizabeth Wacke
2118,Catharina  Sulzbach,Catherine Sulzbach
2119,Catharina  Bigonet,Catherine Bigonet
2120,Wilhelmina  Hess,Wilhelmina Hess
2121,Catharina  Leiser,Catherine Leiser
2122,Anna Maria Bum,Anna Maria Boehm
2123,Gertrud  Beltz,Gertrude Beltz
2124,Barbara  Schitt,Barbara Schitt
2125,Catharina  Renot,Catherine Renot
2126,Anna  Eschelman,Anna Eschelman
2128,Barbara  Nonius,Barbara Nonius
2129,Anna Catherine Loehr,Anna Catherine Lahr
2130,Rosina  Brandt,Rosina Brand
2131,Eva  Weyn,Eva Weyn
2132,Maria  Corbier,Maria Corbier
2133,Margriet  Weyn,Margaret Wen
2135,Susanna  Eschelman,Susanna Eschelmann
2136,Elizabeth  Fanz,Elizabeth Fanz
2137,Magdalena  Hill,Magdalene Hohl
2138,Anna Maria Hill,Anna Maria Hill
2139,Victoria Charlotte Muentz,Victoria Charlotte Muentz
2140,Elizabeth  Gugger,Elizabeth Gugger
2142,Elizabeth  Seibold,Elizabeth Seibold
2143,Anna Elizabeth Weyn,Anna Elizabeth Wann
2144,Wife Of Henry Maag,wife of Henry Maag
2145,Barbara  Iserlo,Barbara Iserlo
2147,Wife Of Ulrich Jaegli,wife of Ulrich Jaegli
2148,Anna Barbara Graf,Anna Barbara Graf
2149,Elizabeth  Clauser,Elizabeth Clauser
2150,Anna Maria Christina Tschop,Anna Maria Christina Tschop
2151,Barbara  Herzog,Barbara Herzog
2152,Anna Maria Bekker,Anna Maria Becker
2153,Maria  Lutz,Maria Lutz
2154,Maria Magdalene Paris,Mary Magdalene Paris
2155,Charlotte  Seibel,Charlotte Sibel
2156,Anna Maria Rothaar,Anna Maria Rothaar
2157,Anna Maria Melchert,Anna Maria Melchert
2158,Anna Maria Schaaf,Anna Maria Schaaf
2159,Elizabeth  Hochstrasser,Elizabeth Hochstrasser
2160,Catharina  Zuder,Catherine Sauter
2161,Anna Juliana Strembeck,Anna Juliana Strembeck
2162,Elizabeth  Assen,Elizabeth Assen
2163,Dorothea  Schreiner,Dorothy Schreiner
2165,Susanna Maria Rieg,Susanna Maria Ruegg
2166,Anna  Klezel,Anna Klezel
2167,Catharina  Strohauer,Catherine Strohauer
2168,Louisa  Loesch,Louise Loesch
2169,Catharina  Sisler,Catherine Seiler
2170,Catharina  Heimer,Catherine Heimer
2171,Elizabeth  Stryker,Elizabeth Stricker
2172,Barbara  Schettel,Barbara Schettel
2174,Magdalena  Werns,Magdalene Werns
2175,Elizabeth  Grieder,Elizabeth Grieder
2176,Barbara  Bender,Barbara Bender
2177,Mariana Catherine Karcher,Marianna Catherine Karcher
2178,Catharina  Erhard,Catherine Erhart
2179,Johanna  Scheller,Johanna Scheller
2180,Maria Elizabeth Kopp,Maria Elizabeth Kopp
2181,Anna Margaret Roschon,Anna Margaret Roschon
2182,Rachel  Vetter,Rachel Vetter
2183,Maria  Steinmetz,Maria Steinmetz
2184,Margriet  Henrich,Margaret Henrich
2185,Susanna  Doringer,Susanna Doringer
2186,Maria Johanna Heist,Maria Johanna Heist
2187,Catharina  Baechly,Catherine Baechli
2188,Maria Ursula Miehler,Maria Ursula Mueller
2189,Maria Elizabeth Miehler,Maria Elizabeth Mueller
2190,Maria Elizabeth Remy,Maria Elizabeth Remey
2191,Catharina  Foot,Catherine Foot
2192,Elizabeth  Bouton,Elizabeth Bouton
2193,Elizabeth Margaret Hess,Elizabeth Margaret Hess
2194,Maria Rosina Smith,Maria Rosina Schmid
2195,Anna Margaret Abel,Anna Margaret Abel
2196,Maria Elizabeth Neitlinger,Mary Elizabeth Neitlinger
2197,Elizabeth Catherine Beck,Elizabeth Catherine Beck
2198,Magdalena  Rumel,Magdalene Rummel
2200,Catharina  Hess,Catherine Hess
2201,Elizabeth  Klempert,Elizabeth Klempert
2202,Esther  Dups,Esther Dups
2203,Maria  Doquenet,Maria Doquenet
2204,Maria Catherine Stucki,Maria Catherine Stucki
2205,Margriet  Erhard,Margaret Erhard
2206,Maria Magdalene Zuder,Mary Magdalene Suter
2207,Sara  Weidman,Sarah Weidman
2208,Maria Magdalene Gampert,Mary Magdalene Gampert
2210,Eva  Lomay,Eva Lomay
2211,Anna  Naef,Anna Naef
2213,Elizabeth  Magold,Elizabeth Magold
2214,Wife Of Henry Mixenel,wife of Henry Mixenel
2215,Anna Maria Gerlach,Anna Maria Gerlach
2216,Salome  Wirth,Salome Wirth
2217,Elizabeth  Bum,Elizabeth Baum
2218,Gertrud  Kner,Gertrude Kner
2219,Maria Barbara Nagle,Maria Barbara Nagel
2220,Elizabeth  Gampert,Elizabeth Gampert
2221,Maria  Stahl,Maria Stahl
2222,Catharina  Hilligass,Catherine Hilligass
2223,Wife Of Edward Williams,wife of Edward Williams
2224,Elizabeth  Mohr,Elizabeth Meyer
2225,Catharina  Graefli,Catherine Graefli
2226,Philippina  Ritz,Philippina Ritz
2227,Wife Of George Krauskopf,wife of George Krauskopf
2228,Louisa  Iserlo,Louisa Iserloh
2229,Catharina  Keyser,Catherine Keyser
2230,Maria Christine Wildfang,Maria Christine Wildfang
2231,Anna Maria Mercker,Anna Maria Mercker
2232,Margriet  Stein,Margaret Stein
2233,Maria  Seibold,Maria Seibold
2234,Catharina  Lutz,Catherine Lutz
2235,Elizabeth  Schaub,Elizabeth Schaub
2236,Sophia  Moser,Sophia Moser
2237,Margriet  Sisler,Margaret Seiler
2238,Elizabeth  Ecken,Elizabeth Ecken
2239,Wife Of Henry Gramlich,wife of Henry Gramlich
2240,Christina  Haan,Christine Hahn
2242,Sophia  Lukas,Sophia Lukas
2243,Maria Christine Bekker,Maria Christine Becker
2244,Juliana  Mohr,Juliana Mayer
2245,Elizabeth  Satler,Elizabeth Sattler
2246,Maria Catherine Feeman,Maria Catherine Feeman
2247,Susanna  Klockner,Susanna Gloeckner
2248,Catharina  Egg,Catherine Hug
2249,Anna Maria Festinger,Anna Maria Festinger
2251,Margriet  Berger,Margaret Berger
2253,Catharina  Grob,Catherine Grob
2255,Christina  Riemer,Christine Roemer
2257,Margriet  Kress,Margaret Kress
2258,Catharina  Schueman,Catherine Schueman
2259,Christina  Loehr,Christine Lorie
2260,Barbara  Nomins,Barbara Nomins
2261,Catharina  Flecke,Catherine Flecke
2262,Anna Margaret Kern,Anna Margaret Kern
2263,Anna Elizabeth Lorentz,Anna Elizabeth Lorentz
2264,Christina  Weiss,Christine Weiss
2265,Elizabeth  Ernd,Elizabeth Ernd
2266,Elizabeth  Brandt,Elizabeth Brand
2267,Anna Maria Jurnal,Anna Maria Journil
2268,Maria  Rucht,Maria Rucht
2269,Margriet  Eyerli,Margaret Eyerli
2270,Anna Maria Gamber,Anna Maria Gamber
2273,Anna Maria Fiess,Anna Maria Fiess
2274,Elizabeth  Hoffman,Elizabeth Hoffman
2275,Anna Margaret Schie,Anna Margaret Schie
2276,Wilhelmina  Utrich,Wilhelmina Utrich
2277,Anna  Fischer,Anna Fischer
2278,Catharina  Weinhold,Catherine Weinhold
2279,Susanna  Kram,Susanna Kram
2280,Anna Maria Zimmerman,Anna Maria Zimmerman
2281,Anna Magdalene Blumer,Anna Magdalene Blumer
2282,Catharina  Prank,Catherine Breunig
2283,Anna Maria Miehler,Anna Maria Mueller
2290,Marethe  Juncker,Martha Juncker
2291,Maria Sara Reichart,Mary Sarah Reichart
2292,Gertrud  Flecke,Gertrude Flick
2293,Sophia  Spaet,Sophia Spaet
2294,Maria Catherine Rehrig,Maria Catherine Rehrig
2295,Maria Catherine Haan,Maria Catherine Hahn
2296,Anna  Brunner,Anna Brunner
2297,Margriet  Bender,Margaret Bender
2298,Anna Maria Fiess,Anna Maria Fiss
2299,Anna Margaret Knoch,Anna Margaret Knoch
2300,Elizabeth  Schrick,Elizabeth Schreck
2301,Philippina  Schneider,Philippina Schneider
2303,Regina  Loescher,Regina Loescher
2304,Catharina  Mesmer,Catherine Mesmer
2305,Maria  Schreyer,Maria Schreyer
2306,Elizabeth  Junt,Elizabeth Junt
2307,Catharina  Weber,Catherine Waeber
2309,Maria Barbara Chagard,Maria Barbara Chagard
2310,Margriet  Scheibler,Margaret Scheibler
2311,Anna Margaret Heimberger,Anna Margaret Heimberger
2313,Anna Margaret Hoffman,Anna Margaret Hofmann
2314,Margriet  Burckhard,Margaret Burckhard
2316,Anna Margaret Justus,Anna Margaret Justus
2317,Maria Elizabeth Neitlinger,Maria Elizabeth Neidlinger
2318,Catharina  Werns,Catherine Werns
2319,Anna Barbara Tauber,Anna Barbara Tauber
2321,Anna Sibylla Waal,Anna Sibylla Waal
2322,Maria Magdalene Ott,Mary Magdalene Ott
2325,Margriet  Schwob,Margaret Schwab
2326,Anna Elizabeth Roth,Anna Elizabeth Roth
2327,Elizabeth  Assen,Elizabeth Seen
2329,Maria Magdalene Butterfass,Mary Magdalene Butterfass
2331,Maria  Lauberschweiler,Maria Lauberschweiler
2332,Charlotte  Smith,Charlotte Schmid
2333,Wife Of John Ruebsamen,wife of John Ruebsamen
2334,Magdalena  Wolff,Magdalene Wolf
2335,Wife Of Daniel Utre,wife of Daniel Etter
2340,Anna Maria Sisler,Anna Maria Seiler
2342,Anna Catherine Burckhard,Anna Catherine Burkhard
2344,Elizabeth  Roth,Elizabeth Roth
2345,Anna Margaret Fackert,Anna Margaret Fackert
2346,Susanna Maria Rieg,Susanna Maria Rueg
2347,Elizabeth  Ecken,Elizabeth Kuehn
2349,Elizabeth  Hug,Elizabeth Wacke
2350,Magdalena  Heims,Magdalene Heims
2352,Catharina  Keiler,Catherine Keiler
2353,Veronica  Schlatter,Veronica Schlatter
2354,Anna Maria Smith,Anna Maria Schmid
2357,Catharina Eleonora Schlemer,Catherine Eleonora Schlemmer
2358,Anna Margaret Steltz,Anna Margaret Steltz
2359,Catharina  Rupp,Catherine Rupp
2360,Barbara  Wolff,Barbara Wolff
2362,Elizabeth  Stein,Elizabeth Stein
2364,Barbara  Pfister,Barbara Pfister
2366,Maria Catherine Staud,Maria Catherine Staud
2367,Christina  Strempel,Christiana Strempel
2369,Anna  Knipp,Anna Knipp
2370,Wife Of Reinhard Kammer,wife of Reinhard Kammer
2371,Anna Catherine Strupp,Anna Catherine Strupp
2372,Gertrud  Kuehn,Gertrude Kuen
2373,Hannah  Mcullough,Hannah Mcullough
2375,Anna Maria Geller,Anna Maria Geller
2377,Margriet  Rudy,Margaret Riedt
2378,Magdalena  Paris,Magdalene Paris
2379,Agnes  Licht,Agnes Licht
2380,Catharina  Baechlein,Catherine Baechlein
2381,Barbara  Ottmansdorf,Barbara Ottmansdorf
2382,Eva  Zuder,Eva Suter
2384,Maria Magdalene Feith,Mary Magdalene Feith
2387,Catharina  Mitschet,Catherine Metschet
2390,Wife Of Anthony Daeschler,wife of Anthony Daeschler
2394,Margriet  Albert,Margaret Albert
2395,Catharina  Teis,Catherine Teis
2397,Margriet  Sisler,Margaret Hassler
2398,Maria  Haan,Maria Hahn
2399,Anna Elizabeth Bekker,Anna Elizabeth Becker
2401,Magdalena  Freyhofer,Magdalene Freyhofer
2403,Catharina  Kraemer,Catherine Kraemer
2404,Maria Barbara Schitt,Maria Barbara Schitt
2406,Anna Maria Leutold,Anna Maria Leutold
2407,Margriet  Staud,Margaret Staud
2410,Christina  Schitt,Christine Scheid
2414,Elenor  Hess,Eleonora Haas
2416,Anna Catherine Schafner,Anna Catherine Schafner
2417,Sophia  Saehly,Sophia Sell
2418,Maria Louisa Luez,Maria Louisa Lies
2419,Anna Magdalene Funk,Anna Magdalene Funk
2422,Maria Elizabeth Bum,Maria Elizabeth Bom
2423,Barbara  Mohr,Barbara Meyer
2425,Maria Of Aachen,Maria Eva Aachen
2427,Margriet Elizabeth Peter,Margaret Elizabeth Peter
2429,Magdalena  Peter,Magdalene Peter
2431,Susanna  Eschelman,Susanna Eschelman
2432,Anna Maria Steitz,Anna Maria Steitz
2433,Maria Magdalene Schweitzer,Maria Magdalene Schweitzer
2434,Maria Magdalene Schweitzer,Mary Magdalene Schweitzer
2439,Maria  Erden,Maria Erden
2441,Anna Maria Orner,Anna Maria Orner
2443,Gertrud  Frack,Gertrude Frick
2445,Maria Margaret Kinies,Maria Margaret Kinies
2446,Margriet  Fanz,Margaret Fanz
2447,Maria Elizabeth Birckenmeyer,Maria Elizabeth Birckenmeyer
2448,Elizabeth  Arschen,Elizabeth Arschen
2449,Catharina  Schuetz,Catherine Schuetz
2450,Anna Margaret Walter,Anna Margaret Walter
2451,Anna Elizabeth Morris,Anna Elizabeth Morris
2453,Catharina  Foot,Catherine Fot
2458,Berenice  Bayer,Berenice Baer
2459,Margriet  Alberger,Margaret Alberger
2460,Catharina  Heiner,Catherine Heiner
2463,Eva  Weyn,Eva Wien
2465,Anna  Smith,Anna Schmid
2466,Charlotte  Leyens,Charlotte Leyens
2467,Maria Christine Schaub,Maria Christine Schop
2469,Elizabeth  Klampfert,Elizabeth Clampfert
2471,Anna  Euler,Anna Euler
2472,Anna Catherine Mann,Anna Catherine Mann
2474,Anna Catherine Fritz,Anna Catherine Fritz
2476,Maria Elizabeth Schuster,Maria Elizabeth Schuster
2477,Barbara  Schneider,Barbara Schneider
2481,Margriet  Foret,Margaret Foret
2483,Catharina  Hoffman,Catherine Hofman
2485,Anna Maria Sensfelder,Anna Maria Sensfelder
2486,Anna  Mattheus,Anna Mattheus
2487,Eva Elizabeth Weisbach,Eva Elizabeth Weissbach
2488,Juliana  Emsen,Juliana Emsen
2489,Johanna  Brandt,Johanna Brand
2490,Magdalena  Rupp,Magdalene Rupp
2491,Wife Of Daniel Heid,wife of Daniel Heid
2497,Hannah  Hill,Hannah Hill
2498,Rachel  Loescher,Rachel Loescher
2500,Margriet  Hagelgans,Margaret Hagelgans
2501,Catharina  Heimer,Catherine Meyer
2502,Anna Catherine Schueman,Anna Catherine Schuemann
2503,Wife Of John Kopp,wife of John Kop
2505,Catharina  Siling,Catherine Siling
2507,Maria Veronica Schneider,Maria Veronica Schneider
2508,Margriet  Seidenbinn,Margaret Seidenbinn
2509,Maria Sara Harnisch,Maria Sarah Harnisch
2510,Elizabeth  Zeiner,Elizabeth Seiner
2511,Maria Magdalene Goetz,Maria Magdalene Goetz
2512,Sophia  Brotzmann,Sophia Brotzmann
2513,Maria  Engel,Maria Engel
2514,Anna Elizabeth Sar,Anna Elizabeth Saer
2515,Maria  Dischung,Maria Dischung
2516,Catharina  Koenig,Catherine Koenig
2517,Christina  Leuwe,Christine Leuw
2518,Maria Sara Diel,Maria Sarah Dill
2519,Catharina  Schitt,Catherine Schott
2521,Anna Margaret Hill,Anna Margaret Heil
2522,Anna Catherine Deucker,Anna Catherine Deucker
2523,Margriet  Braunsman,Margaret Braunsman
2524,Anna Maria Moser,Anna Maria Moser
2525,Gertrud  Kehr,Gertrude Gro
2526,Elizabeth  Richter,Elizabeth Richter
2527,Christina  Enck,Christine Jung
2528,Barbara  Ludwig,Barbara Ludwig
2529,Magdalena  Schneider,Magdalene Schneider
2530,Catharina  Flinth,Catherine Flinth
2531,Maria Catherine Streder,Maria Catherine Streder
2532,Elizabeth  Koch,Elizabeth Koch
2534,Anna  Keiler,Anna Keller
2535,Maria Christine Kastnitz,Maria Christine Kastnitz
2536,Elizabeth  Genissen,Elizabeth Genissen
2537,Anna Maria Froelich,Anna Maria Froelich
2538,Maria  Wilt,Maria Wild
2542,Magdalena Maria Strupp,Magdalene Maria Straube
2544,Barbara  Wollenweider,Barbara Wollenweider
2545,Elizabeth  Machemer,Elizabeth Machemer
2546,Susanna  Krampf,Susanna Krampf
2547,Susanna  Diel,Susanna Dihl
2548,Wife Of Frederick Christian Bekker,wife of Frederick Christian Becker
2549,Barbara  Kleyn,Barbara Klein
2550,Catharina  Mertz,Catherine Mertz
2551,Dorothea  Peter,Dorothy Peter
2552,Anna Margaret Flecke,Anna Margaret Flecke
2553,Margriet  Roth,Margaret Rieth
2557,Marethe  Kuentz,Martha Kuentz
2558,Anna Margaret Kress,Anna Margaret Gress
2560,Wilhelmina  Utrich,Wilhelmina Utterich
2561,Magdalena  Beck,Magdalene Beck
2562,Charlotte  Schmied,Charlotte Schmidt
2564,Elizabeth  Gobeler,Elizabeth Kibler
2566,Wife Of ---- Schettel,wife of ---- Schittel
2568,Melinda  Zerfass,Melinda Zerfass
2569,Elizabeth  Scherer,Elizabeth Schaerer
2571,Eva Margaret Schie,Eva Margaret Scheh
2572,Francis  Maus,Frances Maus
2573,Louisa  Iserlo,Louise Iserloh
2574,Elizabeth  Hug,Elizabeth Wack
2575,Elizabeth  Sar,Elizabeth Huser
2577,Anna Maria Stocker,Anna Maria Stocker
2579,Anna Maria Miehler,Anna Maria Miller
2580,Maria Catherine Roerich,Maria Catherine Roerich
2581,Anna Catherine Faeh,Anna Catherine Feh
2584,Catharina  Rosina,Catherine Rosina
2585,Wife Of ---- Kutsch,wife of ---- Getschi
2586,Wife Of Philip Busch,wife of Philip Busch
2587,Elizabeth  Funk,Elizabeth Funck
2588,Sara Elizabeth Reiss,Sarah Elizabeth Ros
2590,Anna Maria Mercker,Anna Maria Maerker
2591,Sophia  Spaeth,Sophia Spaeth
2592,Dorothea  Steinmetz,Dorothy Steinmetz
2593,Johanna  Keiler,Johanna Kohler
2594,Elizabeth  Froelich,Elizabeth Froelich
2595,Elizabeth  Kammer,Elizabeth Camer
2596,Catharina  Werntz,Catherine Werntz
2597,Christina  Haan,Christine Haan
2600,Wife Of John Frederick Mielefeld,wife of John Frederick Mielefeld
2605,Rosina  Theiss,Rosina Theiss
2606,Gertrud  Kuehn,Gertrude Cun
2607,Catharina  Tippo,Catherine Tippo
2610,Catharina  Zuder,Catherine Sauder
2612,Wife Of John Peter Bekker,wife of John Peter Becker
2613,Wife Of Adam Stucki,wife of Adam Stock
2614,Wife Of Abel Weltz,wife of Abel Weltz
2617,Maria Sara Reinhard,Mary Sarah Reinhard
2618,Wife Of John Frons,wife of John Frons
2619,Barbara  Hertzog,Barbara Hertzog
2620,Anna Juliana Strembeck,Anna Juliana Strumbeck
2621,Wife Of Christian Keiler,wife of Christian Keller
2624,Elizabeth  Brandt,Elizabeth Brandt
2627,Catharina  Halberstadt,Catherine Halberstadt
2628,Maria Elizabeth Bekker,Maria Elizabeth Becker
2629,Anna Catherine Winckeler,Anna Catherine Winckeler
2630,Johanna  Scheller,Johanna Schoeller
2631,Catharina Elizabeth Bigerne,Catherine Elizabeth Bigerne
2632,Maria Catherine Erdte,Maria Catherine Erdte
2634,Levan,Levan
2636,Anna Maria Haan,Anna Maria Haan
2638,Elizabeth  Bouton,Elizabeth Button
2639,Maria  Wilt,Maria Halt
2640,Anna Maria Funk,Anna Maria Funck
2641,Cleopha  Ruebsamen,Cleopha Ruebsamen
2642,Logis  Friedstadt,Logis Friedstadt
2643,Catharina  Hilligass,Catherine Hellegas
2644,Anna Maria Wilki,Anna Maria Wilki
2645,Maria  Aman,Maria Aman
2646,Catharina  Mellen,Catherine Mellen
2647,Margriet  Penther,Margaret Penther
2648,Maria  Domminick,Maria Domminick
2651,Christina  Stimmen,Christine Stimmen
2652,Elizabeth  Beck,Elizabeth Beck
2653,Eva  Panwart,Eva Panwart
2654,Johanna Maria Magdalene Schaus,Johanna Maria Magdalene Schaus
2655,Margriet  Mintel,Margaret Mintel
2656,Elizabeth  Clampfer,Elizabeth Clampfer
2657,Magdalena  Friel,Magdalene Friel
2658,Rosina  Bindschaedler,Rosina Bintscheteler
2659,Elizabeth  Eteborn,Elizabeth Eteborn
2660,Maria  Braun,Maria Braun
2663,Elizabeth  Diel,Elizabeth Diel
2664,Maria Elizabeth Loehr,Maria Elizabeth Laehr
2666,Dorothea  Pieterse,Dorothy Peters
2667,Anna Margaret Hoffman,Anna Margaret Hoffman
2670,Barbara  Pistor,Barbara Pistor
2671,Elizabeth  Gramlich,Elizabeth Kramlich
2672,Anna Elizabeth Jacquart,Anna Elizabeth Jacquart
2674,Catharina  Keiner,Catherine Keiner
2677,Anna  Euler,Anna Eiler
2678,Regula  Rudy,Regula Rudi
2679,Hannah  Fischer,Hannah Fischer
2681,Wife Of ---- Rumel,wife of ---- Rumel
2684,Margriet  Schmied,Margaret Schmidt
2685,Anna Elizabeth Stryker,Anna Elizabeth Stricker
2686,Rosina  Rauch,Rosina Rauch
2687,Margriet  Mechlachling,Margaret Mechlachling
2688,Elizabeth  Loehr,Elizabeth Loer
2689,Maria Susanna Miehler,Maria Susanna Muller
2690,Catharina  Fritz,Catherine Fritz
2691,Hannah  Faeh,Hannah Veh
2692,Barbara  Prenther,Barbara Prenther
2693,Wife Of Frederick Bekker,wife of Frederick Becker
2694,Anna Catherine Miehler,Anna Catherine Muller
2695,Anna Catherine Hess,Anna Catherine Hess
2696,Anna Catherine Friederich,Anna Catherine Friedrich
2697,Maria  Schafer,Maria Schafer
2698,Elizabeth  Schafner,Elizabeth Schaffener
2699,Elizabeth  Walter,Elizabeth Walter
2702,Anna Elizabeth Houtzel,Anna Elizabeth Houtzel
2703,Catharina  Diel,Catherine Diehl
2705,Magdalena  Wolff,Magdalene Wolff
2708,Christina  Klumberg,Christine Clumberg
2710,Rosina  Brandt,Rosina Brandt
2711,Elizabeth  Aersen,Elizabeth Arsen
2712,Maria  Kammer,Maria Camer
2713,Anna Catherine Strupp,Anna Catherine Straub
2714,Charlotte  Waal,Charlotte Will
2715,Wife Of John Philip Schrott,wife of John Philip Schreitt
2717,Catharina  Prank,Catherine Braunig
2718,Maria Catherine Stucki,Maria Catherine Stocky
2719,Elizabeth  Werntz,Elizabeth Werntz
2720,Anna Maria Miehler,Anna Maria Muller
2722,Magdalena  Werntz,Magdalene Werntz
2724,Wilhelmina  Zuder,Wilhelmina Sauder
2725,Walter,Walter
2726,Johanna  Mohr,Johanna Meyer
2727,Anna Maria Kloeti,Anna Maria Cleti
2728,Anna Maria Schreyer,Anna Maria Schreyer
2729,Margriet  Flecke,Margaret Flecke
2730,Hannah  Haan,Hannah Haan
2731,Margriet  Kinies,Margaret Cuns
2732,Sigismunda  Detz,Sigismunda Detz
2733,Anna Maria Fuchs,Anna Maria Fuchs
2734,Wife Of Peter Strupp,wife of Peter Straube
2735,Susanna  Murphy,Susanna Murphy
2736,Elizabeth  Lauterbach,Elizabeth Lauterbach
2737,Anna Margaret Pommarede,Anna Margaret Pommarede
2738,Maria Elizabeth Birkenbeil,Maria Elizabeth Birkenbeul
2739,Barbara  Iserlohe,Barbara Iserlohe
2740,Maria Catherine Flecke,Maria Catherine Flick
2741,Christina  Altburger,Christine Altburger
2742,Elizabeth  Campfer,Elizabeth Campfer
2743,Justina  Graf,Justina Graef
2744,Elizabeth Margaret Haan,Eliza Margaret Haan
2746,Elizabeth  Stillwagen,Elizabeth Stillwagen
2747,Elizabeth  Stey,Elizabeth Stey
2748,Elenor  Schlemer,Eleonora Schlemer
2749,Johanna  Bertzer,Johanna Bertzer
2750,Maria Barbara Jacquart,Maria Barbara Jacquart
2752,Elizabeth  Heins,Elizabeth Heins
2754,Sophia  Rotter,Sophia Ridder
2755,Anna Maria Rothaar,Anna Maria Rothar
2757,Elizabeth  Schneider,Elizabeth Schneider
2758,Charlotte  Rudy,Charlotte Reide
2759,Anna Elizabeth Eckhardt,Anna Elizabeth Eckhardt
2760,Anna Barbara Tauber,Anna Barbara Dauber
2761,Barbara  Schitt,Barbara Schuett
2762,Margriet  Huser,Margaret Hauser
2764,Louisa  Kuehn,Louisa Kun
2765,Magdalena  Kehr,Magdalene Kehr
2767,Elizabeth  Kritelbach,Elizabeth Kritelbach
2769,Anna Cleopha Ruebsamen,Anna Cleopha Rubsamen
2770,Clara  Dorsheimer,Clara Dorsheimer
2771,Anna Catherine Ceppenfeld,Anna Catherine Ceppenfeld
2772,Margriet  Staud,Margaret Stoud
2774,Anna  Brunner,Anna Bronner
2775,Anna Margaret Ochs,Anna Margaret Ochs
2776,Margriet  Altburger,Margaret Altberger
2778,Maria Barbara Knies,Maria Barbara Knies
2779,Wife Of Michael Conrad,wife of Michael Conradt
2782,Anna Maria Marckhart,Anna Maria Marckhart
2783,Anna  Schafner,Anna Schafner
2786,Wife Of Conrad Jost,wife of Conrad Joost
2787,Anna  Ruebsamen,Anna Rubsamen
2788,Susanna  Schinckel,Susanna Schinckel
2789,Barbara  Waal,Barbara Will
2791,Sophia  Altburger,Sophia Altberger
2792,Anna Catherine Kram,Anna Catherine Crum
2794,Hannah  Wagener,Hannah Wagener
2796,Elizabeth  Huber,Elizabeth Weber
2797,Barbara  Ryan,Barbara Ryan
2798,Abigail  Schwartz,Abigail Schwartz
2799,Margriet  Fanz,Margaret Fans
2805,Maria  Schmied,Maria Schmidt
2807,Anna  Keyser,Anna Kaiser
2808,Catharina  Enck,Catherine Enck
2809,Veronica  Krebs,Veronica Krebs
2810,Elizabeth  Clauser,Elizabeth Glaser
2811,Maria  Stucki,Maria Stock
2813,Anna Maria Campfer,Anna Maria Campfer
2815,Anna Philippina Blum,Anna Philippina Blum
2816,Wife Of Wigant Specker,wife of Wigant Specker
